paper_title,author_names,year,publication_venue,index
effici construct of regress tree with rang and region split,"yasuhiko morimoto, hiromu ishii, shinichi morishita",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4edf
geoenviron and medic data manag in the rasdaman system,"peter baumann, paula furtado, roland ritsch, norbert widmann",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee0
a onepass algorithm for accur estim quantil for diskresid data,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ede
multidimens access method tree have grown everywh,"timos k. sellis, nick roussopoulos, christos faloutsos",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee6
use probabilist inform in data integr,"daniela florescu, daphne koller, alon y. levy",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee2
the xps approach to load and unload terabyt databa,sanket atal,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d96
the chang landscap of the softwar industri and it implic for india,umang gupta,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4d98
process objectori queri with invert late bound function,"staffan flodin, tore risch",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d8b
an effici costdriven index select tool for microsoft sql server,"surajit chaudhuri, vivek r. narasayya",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eda
the xtree an index structur for highdimens data,"stefan berchtold, daniel a. keim, hans-peter kriegel",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e4a
gte superpag use ir techniqu for search complex object,"steven d. whitehead, himanshu sinha, michael murphy",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee8
flexibl relat oper support of variant relat structur,"christian kalus, peter dadam",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d8f
effici increment garbag collect for clientserv object databa system,"laurent amsaleg, michael j. franklin, olivier gruber",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d82
hot block cluster for disk array with dynam stripe,"kazuhiko mogi, masaru kitsuregawa",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d87
opossum desktop schema manag through customiz visual,"eben m. haber, yannis e. ioannidis, miron livny",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d7c
effici useradapt similar search in larg multimedia databa,"thomas seidl, hans-peter kriegel",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee3
veri larg databa how larg how differ,david vaskevitch,1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d8a
metric for access heterogen data is there ani hope panel,"leonard j. seligman, nicholas j. belkin, erich j. neuhold, michael stonebraker, gio wiederhold",1995,vldb 95 proceed of the 21th intern confer on veri larg data base,53908a9620f70186a0da4d83
select estim without the attribut valu independ assumpt,"viswanath poosala, yannis e. ioannidis",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed2
data wareh configur,"dimitri theodoratos, timos k. sellis",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee4
use taxonomi discrimin and signatur for navig in text databa,"soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee7
vertic data migrat in larg nearlin document archiv base on markovchain predict,"achim kraiss, gerhard weikum",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eec
ondemand data elev in hierarch multimedia storag server,"peter triantafillou, thomas papadakis",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eeb
facilit multimedia databa explor through visual interfac and perpetu queri reformul,"wen-syan li, k. selçuk candan, kyoji hirata, yoshinori hara",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ef0
evalu of main memori join algorithm for join with set comparison join predic,"sven helmer, guido moerkotte",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eef
algorithm for materi view design in data wareh environ,"jian yang, kamalakar karlapalem, qing li",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee5
find data in the neighborhood,"andré eickler, alfons kemper, donald kossmann",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eee
the network as a global databa challeng of interop proactiv interact legaci,"peter c. lockemann, ulrike kölsch, arne koschel, ralf kramer, ralf nikolai, mechtild wallrath, hans-dirk walter",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eed
adapt data broadcast in hybrid network,"konstantinos stathatos, nick roussopoulos, john s. baras",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee1
describ and use queri capabl of heterogen sourc,"vasilis vassalos, yannis papakonstantinou",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4eea
the complex of transformationba join enum,"arjan pellenkoft, césar a. galindo-legaria, martin l. kersten",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ee9
a foundat for multidimens databa,"marc gyssens, laks v. s. lakshmanan",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ed3
on the comput of multidimens aggreg,"sameet agarwal, rakesh agrawal, prasad deshpande, ashish gupta, jeffrey f. naughton, raghu ramakrishnan, sunita sarawagi",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e45
a new sqllike oper for mine associ rule,"rosa meo, giuseppe psaila, stefano ceri",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e48
semant data cach and replac,"shaul dar, michael j. franklin, björn þór jónsson, divesh srivastava, michael tan",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e22
cach coher in oracl parallel server,boris klots,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e37
eroc a toolkit for build neato queri optim,"william j. mckenna, louis burger, chi hoang, melissa truong",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e30
of object and databa a decad of turmoil,"michael j. carey, david j. dewitt",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e25
what is the data wareh problem are materi view the answer,"ashish gupta, inderpal singh mumick",1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e36
minesettm a system for highend data mine and visual,unamed,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e32
practic issu with commerci use of feder databa,jim kleewein,1996,vldb 96 proceed of the 22th intern confer on veri larg data base,53908a9620f70186a0da4e2c
fast increment mainten of approxim histogram,"phillip b. gibbons, yossi matias, viswanath poosala",1997,vldb 97 proceed of the 23rd intern confer on veri larg data base,53908a9620f70186a0da4ef1
experi nt cluster technolog for massiv cdr process,"jeroen wijnands, sietse dijkstra, wijnand derks, willem jonker",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f3
telecommun databa and evolut,jan arild audestad,2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f7
benchmark for realtim databa system for telecommun,"jan lindström, tiina niklander",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f5
toward univ inform model in enterpri manag,jean-philippe martin-flatin,2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f9
replic between geograph separ cluster an asynchron scalabl replic mechan for veri high avail,"anders björnerstedt, helena ketoja, johan sintorn, martin sköld",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68fb
network converg use univ number the upt project,"munir cochinwala, harald hauser, naveen suri",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68fc
yima design and evalu of a stream media system for residenti broadband servic,"roger zimmermann, kun fu, cyrus shahabi, didi shu-yuen yao, hong zhu",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f4
data wareh popul platform,"jovanka adzic, valter fiore, stefano spelta",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68fe
queri process in emb control program,"david toman, grant e. weddell",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f8
general mdjoin evalu and reduct to sql,"michael o. akinde, michael h. böhlen",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68fa
ldap databa and distribut object toward a better integr,"thierry delot, pascal déchamboux, béatrice finance, yann lepetit, gilles lebrun",2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68fd
exploit and complet web data sourc capabl,"omar boucelma, mehdi essid, zoé lacroix, abdelkader bétari",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69f8
quda a qosba broker architectur for data servic,nektarios georgalas,2001,dbtel 01 proceed of the vldb 2001 intern workshop on databa in telecommun ii,53908a9720f70186a0da68f6
integr xml document manag,"hui-i hsiao, joshua hui, ning li, parag tijare",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69fb
integr scientif data through extern conceptba annot,"michael gertz, kai-uwe sattler",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69f9
multius evalu of xml data manag system with xmach1,"timo böhme, erhard rahm",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da6a00
adapt xml shred architectur implement and challeng,"juliana freire, jérôme siméon",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69fa
data integr use web servic,"mark hansen, stuart e. madnick, michael siegel",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69ff
xbench a famili of benchmark for xml dbmss,"benjamin b. yao, m. tamer özsu, john keenleyside",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69fe
assess xml data manag with xmark,"albrecht schmidt, florian waas, martin l. kersten, michael j. carey, ioana manolescu, ralph busse",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69fc
a propo for an xml data definit and manipul languag,"dare obasanjo, shamkant b. navathe",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da69fd
an adapt and adjust map from xml data to tabl in rdb,"wang xiao-ling, luan jin-feng, dong yi-sheng",2003,proceed of the vldb 2002 workshop eextt and cai 2002 workshop dtweb on effici and effect of xml tool and techniqu and data integr over the webrevi paper,53908a9720f70186a0da6a79
