paper_title,author_names,year,publication_venue,index
qxtract a build block for effici inform extract from plaintext databas,"eugene agichtein, luis gravano",2003,sigmod confer,53e9a1c3b7602d9702aba18f
proceed of the 2003 acm sigmod intern confer on manag of data san diego california usa june 912 2003,unamed,2003,sigmod confer,53e99d37b7602d97025ef628
xml data manag go nativ or spruce up relat system panel abstract,per-åke larson,2001,sigmod confer,53e9a9ebb7602d9703351b74
flexpath flexibl structur and fulltext queri for xml,"sihem amer-yahia, laks v. s. lakshmanan, shashank pandit",2004,sigmod confer,53e9b03db7602d9703a9bd57
data manag last impact of the wild wild web,reed m. meseck,2001,sigmod confer,53e9b911b7602d97044fad73
catch the boat with strudel experi with a websit manag system,"mary f. fernández, daniela florescu, jaewoo kang, alon y. levy, dan suciu",1998,sigmod confer,53e9a308b7602d9702c1287d
xrank rank keyword search over xml document,"lin guo, feng shao, chavdar botev, jayavel shanmugasundaram",2003,sigmod confer,53e9a1c3b7602d9702abdc4a
index multimedia databas tutori,christos faloutsos,1995,sigmod confer,53e99a92b7602d97023087e9
repositori system engin,philip a. bernstein,1996,sigmod confer,53e99818b7602d9702034ff1
a character of the sensit of queri optim to storag access cost paramet,"frederick reiss, tapas kanungo",2003,sigmod confer,53e9a9f7b7602d97033606e3
parallel databas system 101,jim gray,1995,sigmod confer,53e99b26b7602d97023beb7a
object and sql strang relat panel,donald r. deutsch,1995,sigmod confer,53e9b8a8b7602d970447f9c9
workflow manag with servic qualiti guarante,"michael gillmann, gerhard weikum, wolfgang wonner",2002,sigmod confer,53e9ac33b7602d97035fcb94
load a cach with queri result,"laura m. haas, donald kossmann, ioana ursu",1999,vldb,53e9ba2db7602d97046371fc
pm3 an orthogon persist system program languag design implement perform,"antony l. hosking, jiawan chen",1999,vldb,53e99ec3b7602d970278c032
safe and effici updat refer dure onlin reorgan,"chendong zou, betty salzberg",1998,vldb,53e9b634b7602d970418e86a
thesus organ web document collect base on link semant,"maria halkidi, benjamin nguyen, iraklis varlamis, michalis vazirgiannis",2003,vldb j,53e9ac54b7602d9703623330
the lham logstructur histori data access method,"peter muth, patrick e. o'neil, achim pick, gerhard weikum",2000,vldb j,53e9bb80b7602d97047c7fc4
speed up construct of pmr quadtreebas spatial index,"gísli r. hjaltason, hanan samet",2002,vldb j,53e9a4aab7602d9702dc73a5
titl announc,unamed,1995,vldb j,53e997bdb7602d9701fabb05
integr symbol imag into a multimedia databas system use classif and abstract approach,"aya soffer, hanan samet",1998,vldb j,53e99cd8b7602d9702589aed
optim of runtim manag of data intens websit,"daniela florescu, alon y. levy, dan suciu, khaled yagoub",1999,vldb,53e9b682b7602d97041ed9ab
web servic by g alonso f casati h kuno v machiraju,dirk wodtke,2004,sigmod record,53e99e0bb7602d97026cc2d8
time seri similar measur and time seri index,"dimitrios gunopulos, gautam das",2001,sigmod confer,53e9b755b7602d97042f6ecf
panel queri network databas,"nick koudas, divesh srivastava",2003,sigmod confer,53e99b36b7602d97023d8d91
model and languag for describ and discov eservic,"fabio casati, ming-chien shan",2001,sigmod confer,53e9ba17b7602d970461f57c
index and mine stream,christos faloutsos,2004,sigmod confer,53e99a98b7602d970231120a
approxim xml join,"sudipto guha, h. v. jagadish, nick koudas, divesh srivastava, ting yu",2002,sigmod confer,53e997f1b7602d9701fefd21
informix onlin xps,robert h. gerber,1995,sigmod confer,53e997f5b7602d9701ff8dc2
data extract and transform for the data warehous,cass squire,1995,sigmod confer,53e9b7a6b7602d970434f15a
one size fit all databas architectur do not work for dds,clark d. french,1995,sigmod confer,53e9afe9b7602d9703a3d913
effect use of blocklevel sampl in statist estim,"surajit chaudhuri, gautam das, utkarsh srivastava",2004,sigmod confer,53e9b03db7602d9703a9bd2e
the futur of web servic ii,felipe cabrera,2003,sigmod confer,53e9b4e0b7602d9704005365
the bucki objectrel benchmark experi paper,"michael j. carey, david j. dewitt, jeffrey f. naughton, mohammad asgarian, paul brown, johannes gehrke, dhaval shah",1997,sigmod confer,53e9b3cdb7602d9703eb886e
on the integr of structur index and invert list,"raghav kaushik, rajasekar krishnamurthy, jeffrey f. naughton, raghu ramakrishnan",2004,sigmod confer,53e9b275b7602d9703d18778
upsiz from file server to clent server architectur,the access team,1995,sigmod confer,53e9b290b7602d9703d37092
winmag subqueri elimin use window aggreg,"calisto zuzarte, hamid pirahesh, wenbin ma, qi cheng, linqi liu, kwai wong",2003,sigmod confer,53e9a41cb7602d9702d38bb4
enterpris transact process on window nt,greg hope,1995,sigmod confer,53e99fc9b7602d97028a1a03
lambdadb an odmgbas objectori dbms,"leonidas fegaras, chandrasekhar srinivasan, arvind rajendran, david maier",2000,sigmod confer,53e9b0a5b7602d9703b0e8c9
an interact clusteringbas approach to integr sourc queri interfac on the deep web,"wensheng wu, clement t. yu, anhai doan, weiyi meng",2004,sigmod confer,53e9b27bb7602d9703d21ece
the next databas revolut,jim gray,2004,sigmod confer,53e99aecb7602d9702373cec
effici execut of join in a star schema,andreas weininger,2002,sigmod confer,53e9b3f6b7602d9703ee5bae
xseq an index infrastructur for tree pattern queri,"xiaofeng meng, yu jiang, yan chen, haixun wang",2004,sigmod confer,53e9b042b7602d9703aa139e
besteffort cach synchron with sourc cooper,"chris olston, jennifer widom",2002,sigmod confer,53e9a1fbb7602d9702afe063
holist twig join optim xml pattern match,"nicolas bruno, nick koudas, divesh srivastava",2002,sigmod confer,53e9a813b7602d970315a659
robust queri process through progress optim,"volker markl, vijayshankar raman, david e. simmen, guy m. lohman, hamid pirahesh",2004,sigmod confer,53e9abbfb7602d97035713f9
versant replic support faulttoler object databas,"yuh-ming shyy, h. stephen au-yeung, c. p. chou",1995,sigmod confer,53e9aa95b7602d970340fe12
similaritybas queri for time seri data,"davood rafiei, alberto o. mendelzon",1997,sigmod confer,53e9b4e0b7602d9704006b0c
chain oper schedul for memori minim in data stream system,"brian babcock, shivnath babu, mayur datar, rajeev motwani",2003,sigmod confer,53e99f2db7602d97027f8653
vqbd explor semistructur data,"sudarshan s. chawathe, thomas baby, jihwang yeo",2001,sigmod confer,53e99ac4b7602d970234037a
thinksheet a tool for tailor complex document,"peter piatko, roman yangarber, dao-i lin, dennis shasha",1996,sigmod confer,53e9b9c0b7602d97045b22b6
process complex aggreg queri over data stream,"alin dobra, minos n. garofalakis, johannes gehrke, rajeev rastogi",2002,sigmod confer,53e9bbd4b7602d9704821919
cord automat discoveri of correl and soft function depend,"ihab f. ilyas, volker markl, peter j. haas, paul brown, ashraf aboulnaga",2004,sigmod confer,53e9acbdb7602d970369d43d
datadriven onetoon web site generat for dataintens applic,"stefano ceri, piero fraternali, stefano paraboschi",1999,vldb,53e9b75ab7602d97042fc31f
trustserv a lightweight trust negoti servic,"halvard skogsrud, boualem benatallah, fabio casati, manh q. dinh",2004,vldb,53e9bbeab7602d970484292e
mine general associ rule,"ramakrishnan srikant, rakesh agrawal",1995,vldb,53e99a62b7602d97022cf246
distribut search over the hidden web hierarch databas sampl and select,"panagiotis g. ipeirotis, luis gravano",2002,vldb,53e99f77b7602d970284c848
a perform evalu of oid map techniqu,"andré eickler, carsten andreas gerlhof, donald kossmann",1995,vldb,53e99fd0b7602d97028aa07b
the clustra telecom databas high avail high throughput and realtim respons,"svein-olaf hvasshovd, øystein torbjørnsen, svein erik bratsberg, per holager",1995,vldb,53e9a091b7602d970297bf92
sash a selfadapt histogram set for dynam chang workload,"lipyeow lim, min wang, jeffrey scott vitter",2003,vldb,53e9a76db7602d97030a6a12
comput pagerank in a distribut internet search engin system,"yuan wang, david j. dewitt",2004,vldb,53e99e1ab7602d97026dab55
dynam load balanc for parallel associ rule mine on heterogen pc cluster system,"masahisa tamura, masaru kitsuregawa",1999,vldb,53e998fcb7602d97021399e4
caprera an activ framework for transact process on widearea network,"suresh kumar, eng-kee kwang, divyakant agrawal",1997,vldb,53e9a80cb7602d970314e379
manag intraoper parallel in parallel databas system,"manish mehta 0002, david j. dewitt",1995,vldb,53e9b9a7b7602d970459bece
pesto an integr querybrows for object databas,"michael j. carey, laura m. haas, vivekananda maganty, john h. williams",1996,vldb,53e99bfeb7602d97024a7868
map adapt under evolv schema,"yannis velegrakis, renée j. miller, lucian popa",2003,vldb,53e9af46b7602d970398382f
unrol cycl to decid trigger termin,"sin yeung lee, tok wang ling",1999,vldb,53e9990db7602d97021479e8
what do those weird xml type want anyway,steven j. derose,1999,vldb,53e9ab48b7602d97034da0a5
c2p cluster base on closest pair,"alexandros nanopoulos, yannis theodoridis, yannis manolopoulos",2001,vldb,53e9a49cb7602d9702dbb0c0
oasi an onlin and accur techniqu for localalign search on biolog sequenc,"colin meek, jignesh m. patel, shruti kasetty",2003,vldb,53e9a2b2b7602d9702bba0fd
queri heterogen inform sourc use sourc descript,"alon y. levy, anand rajaraman, joann j. ordille",1996,vldb,53e999cab7602d970220f707
onlin dynam reorder for interact data process,"vijayshankar raman, bhaskaran raman, joseph m. hellerstein",1999,vldb,53e9bbc2b7602d970480bd4c
mine deviant in a time seri databas,"h. v. jagadish, nick koudas, s. muthukrishnan",1999,vldb,53e9a922b7602d9703273ece
integr of data mine with databas technolog,"amir netz, surajit chaudhuri, jeff bernhardt, usama m. fayyad",2000,vldb,53e9aed8b7602d9703903d98
from data independ to knowledg independ an ongo stori,laurent vieille,1998,vldb,53e998fdb7602d970213c32c
a databas index to larg biolog sequenc,"ela hunt, malcolm p. atkinson, robert w. irving",2001,vldb,53e9a3edb7602d9702d05df7
bridg heterogen research and practic of databas middlewar technolog,"fernando de ferreira rezende, günter sauter",1998,vldb,53e9b9eeb7602d97045ec15b
a data transform system for biolog data sourc,"peter buneman, susan b. davidson, kyle hart, g. christian overton, limsoon wong",1995,vldb,53e9aeb1b7602d97038d2cdb
a scalabl and high avail network databas architectur,"roger bamford, rafiul ahad, angelo pruscino",1999,vldb,53e9ace9b7602d97036c89a1
contextbas prefetch for implement object on relat,"philip a. bernstein, shankar pal, david shutt",1999,vldb,53e9b010b7602d9703a69bc6
who need xml databas,sophie cluet,2003,vldb,53e99ad0b7602d970234e489
continu knearest neighbor queri for continu move point with updat,"glenn s. iwerks, hanan samet, kenneth p. smith",2003,vldb,53e9aa49b7602d97033b810e
focus crawl use context graph,"michelangelo diligenti, frans coetzee, steve lawrence, c. lee giles, marco gori",2000,vldb,53e9a8b7b7602d9703205ca8
a quantit analysi and perform studi for similaritysearch method in highdimension space,"roger weber, hans-jörg schek, stephen blott",1998,vldb,53e9b260b7602d9703d01a49
useradapt explor of multidimension data,sunita sarawagi,2000,vldb,53e99d13b7602d97025cb5b0
on the cost of multilingu in databas system,"a. kumaran, jayant r. haritsa",2003,vldb,53e99daab7602d970266721c
multiscal histogram summar topolog relat in larg spatial dataset,"xuemin lin, qing liu, yidong yuan, xiaofang zhou",2003,vldb,53e9be22b7602d9704ade1b8
telcordia databas reconcili and data qualiti analysi tool,"francesco caruso, munir cochinwala, uma ganapathy, gail lalk, paolo missier",2000,vldb,53e9b65bb7602d97041bb03f
adapt distribut queri process,yongluan zhou,2003,vldb phd workshop,53e99a48b7602d97022a6c6c
cover index for xml queri bisimul simul negat,prakash ramanan,2003,vldb,53e99e6ab7602d9702732379
costbas label of group of mass spectra,"lei chen 0003, zheng huang, raghu ramakrishnan",2004,sigmod confer,53e99ad0b7602d97023502b2
explor the tradeoff between perform and data fresh in databasedriven web server,"alexandros labrinidis, nick roussopoulos",2004,vldb j,53e9a101b7602d97029ec4b7
complex relationship and knowledg discoveri support in the infoquilt system,"amit p. sheth, sanjeev thacker, shuchi patel",2003,vldb j,53e9b850b7602d97044146ac
garbag collect in objectori databas use transact cyclic refer count,"prasan roy, s. seshadri, abraham silberschatz, s. sudarshan 0001, srinivas ashwin",1998,vldb j,53e99bf8b7602d97024a44f1
queri process and optim in oracl rdb,"gennady antoshenkov, mohamed ziauddin",1996,vldb j,53e9bac9b7602d97046f89a3
optim relat queri in connect hypergraph nest queri view and bind propag,jia liang han,1998,vldb j,53e9aeeab7602d9703914595
graphic interact with heterogen databas,"tiziana catarci, giuseppe santucci, john cardiff",1997,vldb j,53e9a80cb7602d9703152172
a flexibl and recover clientserv databas event notif system,"eric n. hanson, i.-cheng chen, roxana dastur, kurt engel, vijay ramaswamy, wendy tan, chun xu",1998,vldb j,53e9b41ab7602d9703f13cc1
sleeper and workahol cach strategi in mobil environ,"daniel barbará, tomasz imielinski",1995,vldb j,53e9ba0bb7602d970460aba7
search in metric space by spatial approxim,gonzalo navarro,2002,vldb j,53e9be72b7602d9704b3495b
foreword by the vldb 98 pc chairmen best paper of vldb 98,"jennifer widom, oded shmueli",2000,vldb j,53e9a5c5b7602d9702eee821
enhanc abstract data type in objectrel databas,praveen seshadri,1998,vldb j,53e9b349b7602d9703e1e680
character of databas access pattern for analyt predict of buffer hit probabl,"asit dan, philip s. yu, jen-yao chung",1995,vldb j,53e99d1bb7602d97025d13ce
retriev effect of an ontologybas model for inform select,"latifur khan, dennis mcleod, eduard h. hovy",2004,vldb j,53e9b4b4b7602d9703fcb734
effici support for interact servic in multiresolut vod system,"kelvin kwok-wai law, john c. s. lui, leana golubchik",1999,vldb j,53e99ccab7602d9702580d16
onlin dynam reorder,"vijayshankar raman, bhaskaran raman, joseph m. hellerstein",2000,vldb j,53e99838b7602d9702060008
the gmap a versatil tool for physic data independ,"odysseas g. tsatalos, marvin h. solomon, yannis e. ioannidis",1996,vldb j,53e9a515b7602d9702e3a9ae
costdriven vertic class partit for method in object orient databas,"chi-wai fung, kamalakar karlapalem, qing li",2003,vldb j,53e9a17fb7602d9702a73271
picodbm scale down databas techniqu for the smartcard,"philippe pucheral, luc bouganim, patrick valduriez, christophe bobineau",2001,vldb j,53e9abdab7602d9703592e01
effici scheme for manag multiversionxml document,"shu-yao chien, vassilis j. tsotras, carlo zaniolo",2002,vldb j,53e99f03b7602d97027d355c
the intrins problem of structur heterogen and an approach to their solut,"theo härder, günter sauter, joachim thomas",1999,vldb j,53e9b954b7602d970453e85b
typesaf relax of schema consist rule for flexibl model in oodbm,"eric amiel, marie-jo bellosta, eric dujardin, eric simon",1996,vldb j,53e9986eb7602d97020a9458
track setexpress cardin over continu updat stream,"sumit ganguly, minos n. garofalakis, rajeev rastogi",2004,vldb j,53e9ace2b7602d97036c0862
preserv map consist under schema chang,"yannis velegrakis, renée j. miller, lucian popa",2004,vldb j,53e99f18b7602d97027e30cd
eservic guest editori,"fabio casati, ming-chien shan, dimitrios georgakopoulos",2001,vldb j,53e99a1ab7602d970226c216
